UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,CALSYS,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,OPENADMP,VET1,VET2,VET3,VET4,VET5,VET9,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBRES1,LIBRES2,LIBRES3,LIBRES4,LIBRES5,LIBRES6,LIBRES9,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DSTNUGC,DSTNUGP,DSTNUGN,DSTNGC,DSTNGP,DSTNGN,DISTCRS,DISTPGS,DSTNCED1,DSTNCED2,DSTNCED3,DISTNCED,DISAB,XDISABPC,DISABPCT,ALLONCAM,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4 
487968,1,0,-2,0,0,0,3,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",35,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
487977,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,7,1,1,-2,1,1,-2,-2,-2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,-2,-2,-2,1,1,1,-2,0,1,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"B",.,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
487995,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,1,2,1,-2,-2,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,1,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"R",100,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488004,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,-2,-2,-2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488013,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488022,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488031,0,1,1,0,0,0,2,-2,-2,-2,1,1,1,0,1,0,1,0,0,1,1,0,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488040,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488059,0,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",150,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488068,0,1,0,0,0,0,2,-2,-2,-2,1,0,1,0,1,0,1,0,0,1,0,0,5,1,1,1,1,1,1,-2,-2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",75,"R",75,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488077,0,1,-2,1,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,-2,1,1,-2,-2,-2,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,1,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"B",.,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488086,1,0,-2,0,0,0,3,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488101,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,2,1,"R",25,1,"R",17,"R",1200,"R",2720,"A",.,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488110,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488129,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488138,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488147,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488156,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488165,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488174,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",40,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488183,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2
488192,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,2,2,-2,1,1,-2,-2,-2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"B",.,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488217,0,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",105,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488226,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,2,"R",11 ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488235,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488253,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,1,1,-2,-2,-2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488262,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488271,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488280,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,6,1,1,-2,2,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488299,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488305,0,1,-2,0,0,0,4,-2,-2,102,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-2,1,1,-2,-2,-2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,1,-2,0,2,2,"R",18 ,2,2,1,"R",177,1,"R",20,"R",3000,"R",3400,"A",.,"R",50,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488314,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,-2,-2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,2,1,"R",55,1,"R",21,"A",.,"A",.,"R",2590,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488332,0,1,-2,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,6,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,-2,-2,-2,1,1,1,-2,0,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",150,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488341,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488350,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2,-2,-2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,1,2,1,"R",89,1,"R",21,"A",.,"A",.,"R",2100,"R",0,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488369,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488378,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488387,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,2,1,-2,-2,-2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,-2,-2,-2,1,1,0,1,1,-2,1,0,1,-2,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"R",0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488396,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",50,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488411,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,2,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488420,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,2,2,-2,1,1,-2,-2,-2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",25,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488439,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,7,1,1,-2,1,1,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,-2,-2,-2,0,0,0,-2,1,2,1,"A",. ,2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",100,"A",.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
488448,1,1,0,0,0,0,2,-2,-2,-2,0,0,0,1,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,-2,-2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,1,"A",. ,2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"R",0,"R",0,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488527,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,1,1,-2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,-2,-2,-2,0,0,1,0,0,-2,0,1,2,-2,"A",. ,-2,2,1,"R",164,3,"A",.,"R",1250,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488554,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,1,1,-2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,-2,-2,-2,1,0,0,1,0,-2,1,0,2,-2,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
488572,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,2,1,1,-2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,-2,-2,-2,0,0,1,0,0,-2,0,1,2,-2,"A",. ,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2
